method: org.apache.fop.area.Area.hasTraits:1897666568
22443 -> 22444
22445 -> 22446
22443 -> 22447
22444 -> 22448
22446 -> 22449
22447 -> 22450
22448 -> 22451
22449 -> 22452
22450 -> 22453
22451 -> 22454
22452 -> 22455
22453 -> 22456
22451 -> 22457
22452 -> 22458
22453 -> 22459
22457 -> 22460
22458 -> 22461
22459 -> 22462
22460 -> 22463
22461 -> 22464
22462 -> 22465
22454 -> 22463
22455 -> 22464
22456 -> 22465
22463 -> 22466
22464 -> 22467
22465 -> 22468
22463 -> 22469
