method: org.apache.fop.render.awt.viewer.Command.actionPerformed:3412484
1845221 -> 1845222
1845223 -> 1845224
1845225 -> 1845226
1845222 -> 1845227
1845224 -> 1845228
1845226 -> 1845229
1845227 -> 1845230
1845228 -> 1845231
1845229 -> 1845232
1845230 -> 1845233
1845231 -> 1845234
1845232 -> 1845235
1845233 -> 1845236
1845234 -> 1845237
1845235 -> 1845238
1845233 -> 1845239
