method: org.apache.fop.fonts.FontInfo.getFonts:1916301763
786575 -> 786576
786577 -> 786578
786575 -> 786579
786576 -> 786580
786578 -> 786581
786579 -> 786582
786580 -> 786583
786581 -> 786584
786582 -> 786585
786583 -> 786586
786584 -> 786587
786586 -> 786588
786587 -> 786589
786590 -> 786591
786588 -> 786592
786589 -> 786593
786591 -> 786594
786591 -> 786595
