method: org.apache.fop.fonts.FontLoader.getFont:1049445706
789145 -> 789146
789147 -> 789148
789145 -> 789149
789146 -> 789150
789148 -> 789151
789149 -> 789152
789150 -> 789153
789151 -> 789154
789152 -> 789155
789153 -> 789156
789154 -> 789157
789155 -> 789158
789153 -> 789159
789154 -> 789160
789155 -> 789161
789159 -> 789156
789160 -> 789157
789161 -> 789158
789156 -> 789162
789157 -> 789163
789158 -> 789164
789162 -> 789165
789163 -> 789166
789164 -> 789167
789164 -> 789168
