method: org.apache.fop.fo.FONode.createPropertyList:1021773595
273941 -> 273942
273943 -> 273944
273945 -> 273946
273947 -> 273948
273942 -> 273949
273944 -> 273950
273946 -> 273951
273948 -> 273952
273949 -> 273953
273950 -> 273954
273951 -> 273955
273952 -> 273956
273953 -> 273957
273954 -> 273958
273955 -> 273959
273956 -> 273960
273957 -> 273961
273958 -> 273962
273959 -> 273963
273960 -> 273964
273957 -> 273965
