method: org.apache.fop.fonts.base14.CourierBold.getWidth:1816825409
482511 -> 482512
482513 -> 482514
482511 -> 482515
482512 -> 482516
482514 -> 482517
482515 -> 482518
482516 -> 482519
482517 -> 482520
482518 -> 482521
482519 -> 482522
482520 -> 482523
482521 -> 482524
482522 -> 482525
482523 -> 482526
482524 -> 482527
482525 -> 482528
482526 -> 482529
482527 -> 482530
482528 -> 482531
482529 -> 482532
482530 -> 482533
482531 -> 482534
482532 -> 482535
482533 -> 482536
482531 -> 482537
