method: org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.hasRecords:1638200393
1105342 -> 1105343
1105344 -> 1105345
1105343 -> 1105346
1105345 -> 1105347
1105346 -> 1105348
1105347 -> 1105349
1105348 -> 1105350
1105349 -> 1105351
1105348 -> 1105352
1105349 -> 1105353
1105352 -> 1105354
1105353 -> 1105355
1105354 -> 1105356
1105355 -> 1105357
1105350 -> 1105356
1105351 -> 1105357
1105356 -> 1105358
1105357 -> 1105359
1105356 -> 1105360
