method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfString.getText:311007559
2334948 -> 2334949
2334950 -> 2334951
2334948 -> 2334952
2334949 -> 2334953
2334951 -> 2334954
2334952 -> 2334955
2334953 -> 2334956
2334954 -> 2334957
2334955 -> 2334958
2334956 -> 2334959
2334957 -> 2334960
2334958 -> 2334961
2334958 -> 2334962
