method: org.apache.fop.fo.flow.BlockContainer.getReferenceOrientation:635197969
189772 -> 189773
189774 -> 189775
189772 -> 189776
189773 -> 189777
189775 -> 189778
189776 -> 189779
189777 -> 189780
189778 -> 189781
189779 -> 189782
189780 -> 189783
189781 -> 189784
189782 -> 189785
189783 -> 189786
189784 -> 189787
189785 -> 189788
189786 -> 189789
189787 -> 189790
189788 -> 189791
189786 -> 189792
