method: org.apache.fop.layoutmgr.LayoutContext.suppressBreakBefore:198414147
1327318 -> 1327319
1327320 -> 1327321
1327319 -> 1327322
1327321 -> 1327323
1327322 -> 1327324
1327323 -> 1327325
1327324 -> 1327326
1327325 -> 1327327
1327326 -> 1327328
1327327 -> 1327329
1327326 -> 1327330
1327327 -> 1327331
1327330 -> 1327332
1327331 -> 1327333
1327332 -> 1327334
1327333 -> 1327335
1327328 -> 1327334
1327329 -> 1327335
1327334 -> 1327336
1327335 -> 1327337
1327334 -> 1327338
