method: org.apache.fop.render.RendererContext.getRenderer:1930372155
2225259 -> 2225260
2225261 -> 2225262
2225259 -> 2225263
2225260 -> 2225264
2225262 -> 2225265
2225263 -> 2225266
2225264 -> 2225267
2225265 -> 2225268
2225266 -> 2225269
2225267 -> 2225270
2225268 -> 2225271
2225269 -> 2225272
2225269 -> 2225273
