method: org.apache.fop.render.afp.modca.IMImageObject.setImageCellPosition:1622533626
1820856 -> 1820857
1820858 -> 1820859
1820860 -> 1820861
1820857 -> 1820862
1820859 -> 1820863
1820861 -> 1820864
1820862 -> 1820865
1820863 -> 1820866
1820864 -> 1820867
1820865 -> 1820868
1820866 -> 1820869
1820867 -> 1820870
1820868 -> 1820871
1820869 -> 1820872
1820870 -> 1820873
1820868 -> 1820874
