method: org.apache.fop.fonts.truetype.FontFileReader.readTTFUShort:1563986038
827544 -> 827545
827546 -> 827547
827545 -> 827548
827547 -> 827549
827548 -> 827550
827549 -> 827551
827550 -> 827552
827551 -> 827553
827552 -> 827554
827553 -> 827555
827554 -> 827556
827555 -> 827557
827556 -> 827558
827557 -> 827559
827558 -> 827560
827559 -> 827561
827560 -> 827562
827561 -> 827563
827562 -> 827564
827563 -> 827565
827564 -> 827566
827565 -> 827567
827564 -> 827568
