method: org.apache.fop.fo.properties.BackgroundPositionShorthand$Maker.getPercentBase:637550216
362266 -> 362267
362268 -> 362269
362266 -> 362270
362267 -> 362271
362269 -> 362272
362270 -> 362273
362271 -> 362274
362272 -> 362275
362274 -> 362276
362275 -> 362277
362278 -> 362279
362276 -> 362280
362277 -> 362281
362279 -> 362282
362279 -> 362283
