method: org.apache.fop.fo.FOText.charIterator:714912948
325418 -> 325419
325420 -> 325421
325418 -> 325422
325419 -> 325423
325421 -> 325424
325422 -> 325425
325423 -> 325426
325424 -> 325427
325426 -> 325428
325427 -> 325429
325430 -> 325431
325428 -> 325432
325429 -> 325433
325431 -> 325434
325431 -> 325435
