method: org.apache.fop.render.afp.fonts.AFPFont.getEmbedFontName:1184715165
1778420 -> 1778421
1778422 -> 1778423
1778420 -> 1778424
1778421 -> 1778425
1778423 -> 1778426
1778424 -> 1778427
1778425 -> 1778428
1778426 -> 1778429
1778427 -> 1778430
1778428 -> 1778431
1778429 -> 1778432
1778430 -> 1778433
1778430 -> 1778434
