method: org.apache.fop.layoutmgr.inline.AlignmentContext.getDominantBaselineIdentifier:997621733
1149429 -> 1149430
1149431 -> 1149432
1149429 -> 1149433
1149430 -> 1149434
1149432 -> 1149435
1149433 -> 1149436
1149434 -> 1149437
1149435 -> 1149438
1149436 -> 1149439
1149437 -> 1149440
1149438 -> 1149441
1149439 -> 1149442
1149440 -> 1149443
1149441 -> 1149444
1149442 -> 1149445
1149443 -> 1149446
1149444 -> 1149447
1149445 -> 1149448
1149443 -> 1149449
