method: main.TestTaskCom$1.mouseUp:1826327368
94490 -> 94491
94492 -> 94493
94494 -> 94495
94490 -> 94496
94491 -> 94497
94493 -> 94498
94495 -> 94499
94496 -> 94500
94497 -> 94501
94498 -> 94502
94499 -> 94503
94500 -> 94504
94501 -> 94505
94502 -> 94506
94503 -> 94507
94504 -> 94508
94505 -> 94509
94506 -> 94510
94507 -> 94511
94508 -> 94512
94509 -> 94513
94510 -> 94514
94511 -> 94515
94512 -> 94516
94509 -> 94517
